date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:48:15	351/351	---MCZ	200	added ('OK')	text/plain	date:Mon,%2016%20Sep%202024%2016:48:14%20GMT	https://sezaiakman75.wordpress.com/robots.txt		(from )
19:48:16	100919/100919	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Sep%202024%2016:48:15%20GMT	https://sezaiakman75.wordpress.com/	/home/igli/Desktop/menaml/sezaiakman75.wordpress.com/index.html	(from )
19:48:17	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Sep%202024%2016:48:16%20GMT	http://s1.wp.com/	/home/igli/Desktop/menaml/s1.wp.com/index.html	(from https://sezaiakman75.wordpress.com/)
19:48:17	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Sep%202024%2016:48:16%20GMT	http://s2.wp.com/	/home/igli/Desktop/menaml/s2.wp.com/index.html	(from https://sezaiakman75.wordpress.com/)
19:48:17	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Sep%202024%2016:48:16%20GMT	http://s0.wp.com/	/home/igli/Desktop/menaml/s0.wp.com/index.html	(from https://sezaiakman75.wordpress.com/)
19:48:17	7742/7742	---MCZ	200	added ('OK')	text/css	etag:W/9569-1723130514987.7368	https://s1.wp.com/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1723130507i&cssminify=yes	/home/igli/Desktop/menaml/s1.wp.com/wp-content/blog-plugins/marketing-bar/css/marketing-bar04ef.css	(from https://sezaiakman75.wordpress.com/)
19:48:17	16369/16369	---MCZ	200	added ('OK')	text/css	etag:W/16384-1724868515246.127	https://s0.wp.com/wp-content/plugins/gutenberg-core/v19.1.0/build/block-library/blocks/navigation/style.css?m=1724868497i&cssminify=yes	/home/igli/Desktop/menaml/s0.wp.com/wp-content/plugins/gutenberg-core/v19.1.0/build/block-library/blocks/navigation/style1ab4.css	(from https://sezaiakman75.wordpress.com/)
19:48:17	1575/1575	---MCZ	200	added ('OK')	application/rss+xml	date:Mon,%2016%20Sep%202024%2016:48:17%20GMT	https://sezaiakman75.wordpress.com/feed/	/home/igli/Desktop/menaml/sezaiakman75.wordpress.com/feed/index.html	(from https://sezaiakman75.wordpress.com/)
19:48:17	911/911	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2226dcafbac116a78d67174d52da34e33b%22	https://sezaiakman75.wordpress.com/comments/feed/	/home/igli/Desktop/menaml/sezaiakman75.wordpress.com/comments/feed/index.html	(from https://sezaiakman75.wordpress.com/)
19:48:18	369/369	---M--	200	added ('OK')	text/css	etag:%226466d657-171%22	https://s1.wp.com/_static/??/wp-content/mu-plugins/core-compat/wp-mediaelement.css,/wp-content/mu-plugins/wpcom-bbpress-premium-themes.css?m=1432920480j&cssminify=yes	/home/igli/Desktop/menaml/s1.wp.com/_static/indexd02a.html	(from https://sezaiakman75.wordpress.com/)
